Complaint_Number,Complainant_Gender,Complainant_Age,Complainant_Race_Desc
1070906,F,39.8109589041096,BLACK HISPANIC
1070907,M,39.972602739726,BLACK
1070908,M,40.2356164383562,WHITE HISPANIC
1070909,F,39.8109589041096,BLACK HISPANIC
1070910,F,40.7452054794521,BLACK
1070911,F,31.9780821917808,BLACK
1070913,M,65.9671232876712,BLACK
1070914,F,37.586301369863,BLACK
1070915,F,42.7972602739726,WHITE
1070917,F,36.4328767123288,BLACK
1070918,M,,UNKNOWN
1070921,M,38.3041095890411,BLACK
1070922,M,41.4219178082192,WHITE
1070924,M,46.4931506849315,BLACK
1070925,M,,WHITE HISPANIC
1070926,F,,BLACK
1070928,M,39.413698630137,BLACK
1070929,F,39.4684931506849,BLACK
1070930,M,54.2876712328767,BLACK
1070931,F,,UNKNOWN
1070932,F,,BLACK
1070933,M,,UNKNOWN
1070935,F,,WHITE
1070936,M,20.7753424657534,BLACK
1070938,F,64.4219178082192,WHITE HISPANIC
1070941,F,43.8246575342466,BLACK
1070943,F,946.991780821918,WHITE
1070944,F,22.5479452054795,BLACK
1070948,M,25.2,BLACK
1070953,M,36.1123287671233,WHITE HISPANIC
1070954,M,43.4054794520548,BLACK
1070955,F,36.1150684931507,BLACK
1070956,M,47.1452054794521,BLACK
1070957,F,,UNKNOWN
1070958,F,37.5917808219178,BLACK
1070959,M,45.7095890410959,BLACK
1070960,F,26.6986301369863,BLACK
1070961,M,30.8767123287671,BLACK
1070962,M,50.6547945205479,WHITE HISPANIC
1070964,M,,WHITE
1070966,M,21.3917808219178,BLACK
1070967,M,50.6356164383562,BLACK
1070968,M,37.7835616438356,BLACK
1070969,M,29.9369863013699,UNKNOWN
1070971,M,70.786301369863,WHITE
1070972,F,,UNKNOWN
1070977,F,35.9041095890411,WHITE
1070979,M,46.2438356164384,WHITE
1070980,M,30.9041095890411,BLACK
1070985,F,31.2219178082192,BLACK
1070987,F,37.1698630136986,BLACK
1070991,M,75.8575342465753,BLACK
1070992,M,30.1369863013699,BLACK
1070993,F,41.9972602739726,BLACK
1070997,M,28.1780821917808,BLACK
1070999,M,33.3232876712329,BLACK
1071004,M,38.4109589041096,BLACK
1071005,M,,UNKNOWN
1071006,M,63.6876712328767,BLACK
1071007,M,,UNKNOWN
1071008,F,31.1369863013699,BLACK
1071009,M,24.3671232876712,BLACK
1071010,F,47.4246575342466,BLACK
1071011,M,,UNKNOWN
1071012,F,,BLACK
1071013,F,32.6164383561644,WHITE HISPANIC
1071014,M,35.9123287671233,BLACK
1071017,M,45.6438356164384,WHITE HISPANIC
1071018,F,45.5232876712329,BLACK
1071019,F,60.4958904109589,BLACK
1071020,M,,BLACK
1071021,M,48.3561643835616,WHITE
1071022,M,20.2520547945205,BLACK
1071026,F,38.5095890410959,WHITE HISPANIC
1071027,M,32.7917808219178,BLACK
1071028,F,,BLACK
1071030,F,36.8986301369863,BLACK
1071032,F,15.6164383561644,BLACK
1071034,F,,BLACK
1071036,M,,BLACK
1071037,F,40.9643835616438,BLACK
1071039,M,23.4,BLACK
1071040,F,64.7150684931507,BLACK
1071042,M,27.1452054794521,BLACK
1071044,F,50.8383561643836,BLACK
1071046,M,45.8630136986301,BLACK
1071047,M,29.9780821917808,BLACK
1071049,F,53.4356164383562,BLACK
1071050,M,41.3835616438356,BLACK
1071052,F,57.2520547945206,BLACK
1071054,M,23.6547945205479,BLACK
1071057,M,34.4986301369863,WHITE HISPANIC
1071062,M,58.1287671232877,BLACK
1071064,F,44.9342465753425,BLACK
1071065,M,,BLACK
1071068,M,44.2547945205479,WHITE
1071069,F,36.0191780821918,BLACK
1071070,M,,UNKNOWN
1071072,F,42.0082191780822,BLACK
1071073,F,34.5616438356164,BLACK
1071074,M,30.6493150684931,BLACK
1071076,F,40.3561643835617,BLACK
1071078,M,56.813698630137,BLACK
1071079,M,60.7150684931507,BLACK
1071083,M,,WHITE
1071084,M,22.1150684931507,BLACK
1071086,F,38.0520547945205,BLACK
1071087,M,21.3123287671233,BLACK
1071088,M,43.2630136986301,HISPANIC
1071089,M,60.5643835616438,BLACK
1071090,M,34.8,BLACK
1071091,F,49.8712328767123,BLACK
1071092,M,34.7698630136986,BLACK
1071093,F,28.5506849315068,BLACK
1071095,M,56.1561643835617,BLACK
1071096,F,29.4465753424658,WHITE
1071100,F,37.0904109589041,UNKNOWN
1071101,F,25.8520547945206,BLACK
1071102,F,,ASIAN/PACIFIC ISLANDER
1071104,F,,BLACK
1071105,M,47.2986301369863,BLACK
1071106,F,,BLACK
1071107,F,51.4712328767123,WHITE
1071108,F,38.3123287671233,BLACK
1071109,M,23.7534246575342,BLACK
1071110,M,52.1452054794521,BLACK
1071111,M,26.8027397260274,ASIAN/PACIFIC ISLANDER
1071112,F,38.0931506849315,BLACK
1071115,F,36.6821917808219,WHITE
1071116,M,50.4630136986301,WHITE
1071117,M,31.2767123287671,BLACK
1071118,M,48.9095890410959,BLACK
1071120,F,43.6712328767123,BLACK
1071122,M,,WHITE
1071123,M,38.0493150684932,WHITE
1071124,F,24.572602739726,BLACK
1071125,F,53.8794520547945,WHITE
1071126,M,37.958904109589,BLACK
1071129,F,50.7890410958904,BLACK
1071131,M,45.5972602739726,HISPANIC
1071133,M,52.9123287671233,WHITE HISPANIC
1071134,F,50.8246575342466,BLACK
1071135,F,44.6383561643836,BLACK
1071136,F,42.7890410958904,WHITE
1071137,M,57.9534246575342,BLACK
1071141,M,,BLACK
1071142,X,,UNKNOWN
1071143,M,,WHITE
1071146,M,,WHITE HISPANIC
1071149,M,22.0794520547945,BLACK
1071150,F,32.2986301369863,BLACK
1071151,M,38.9972602739726,ASIAN/PACIFIC ISLANDER
1071154,F,29.8794520547945,BLACK
1071155,M,51.7013698630137,WHITE
1071156,M,45.6301369863014,WHITE
1071157,M,39.1561643835616,WHITE
1071160,F,29.5232876712329,UNKNOWN
1071161,M,45.3260273972603,ASIAN/PACIFIC ISLANDER
1071163,F,43.1397260273973,BLACK
1071171,F,,BLACK
1071173,F,34.4767123287671,BLACK
1071174,M,49.4520547945205,BLACK
1071176,M,30.7506849315068,BLACK
1071178,M,59.8082191780822,BLACK
1071179,M,67.8931506849315,WHITE
1071183,F,,BLACK
1071184,M,,WHITE
1071185,M,,BLACK
1071187,F,,WHITE HISPANIC
1071189,M,,UNKNOWN
1071190,F,63.6794520547945,WHITE
1071191,M,62.1643835616438,BLACK
1071193,F,46.1260273972603,BLACK
1071195,F,64.0,BLACK
1071196,F,50.7890410958904,BLACK
1071198,F,37.6794520547945,BLACK
1071199,M,22.8821917808219,BLACK
1071200,M,51.9342465753425,BLACK
1071200,M,53.5972602739726,WHITE
1071201,M,,UNKNOWN
1071202,M,43.186301369863,HISPANIC
1071204,F,29.5424657534247,BLACK
1071205,F,51.1260273972603,WHITE
1071206,M,58.6547945205479,HISPANIC
1071207,F,49.5123287671233,BLACK
1071209,M,39.2493150684932,BLACK
1071210,M,35.6301369863014,BLACK
1071211,F,51.6465753424658,WHITE
1071212,M,51.6465753424658,WHITE
1071213,M,32.6821917808219,BLACK
1071215,F,42.6356164383562,WHITE HISPANIC
1071216,M,54.9643835616438,WHITE HISPANIC
1071217,F,44.2657534246575,BLACK
1071218,F,25.4301369863014,BLACK
1071220,M,32.4438356164384,WHITE
1071221,F,57.9753424657534,WHITE
1071223,M,44.7287671232877,WHITE HISPANIC
1071225,F,47.5095890410959,BLACK
1071226,M,24.6986301369863,ASIAN/PACIFIC ISLANDER
1071227,F,,BLACK
1071228,F,,BLACK
1071229,F,30.0849315068493,BLACK
1071230,F,,BLACK HISPANIC
1071232,M,37.5917808219178,BLACK
1071233,M,55.9013698630137,BLACK
1071234,M,53.3397260273973,BLACK
1071235,M,25.0054794520548,BLACK
1071236,M,49.0794520547945,WHITE
1071237,F,41.8191780821918,WHITE
1071238,M,23.641095890411,BLACK
1071239,M,,UNKNOWN
1071241,M,53.054794520548,BLACK
1071242,F,54.8438356164384,BLACK
1071243,M,56.7232876712329,BLACK
1071247,M,37.3150684931507,BLACK
1071249,M,24.8739726027397,BLACK
1071250,M,,BLACK HISPANIC
1071253,M,44.958904109589,BLACK
1071256,F,21.8876712328767,BLACK
1071257,M,21.8958904109589,WHITE HISPANIC
1071263,M,28.5123287671233,BLACK
1071264,M,52.0986301369863,WHITE
1071265,F,40.9671232876712,UNKNOWN
1071266,F,64.0,BLACK
1071268,F,64.0,BLACK
1071269,M,43.7150684931507,ASIAN/PACIFIC ISLANDER
1071270,F,37.9123287671233,BLACK
1071271,F,48.8794520547945,BLACK
1071274,F,42.0657534246575,BLACK
1071276,M,,BLACK
1071277,M,28.4301369863014,WHITE HISPANIC
1071279,F,,BLACK
1071280,M,50.2849315068493,BLACK
1071281,M,32.0904109589041,BLACK
1071282,X,,UNKNOWN
1071283,M,52.8767123287671,BLACK
1071284,M,33.9616438356164,BLACK
1071288,M,55.7534246575342,WHITE HISPANIC
1071290,F,,WHITE
1071291,F,24.8712328767123,BLACK
1071292,M,,BLACK
1071295,F,89.9972602739726,UNKNOWN
1071296,M,,UNKNOWN
1071297,M,35.0739726027397,BLACK
1071298,M,56.1698630136986,WHITE HISPANIC
1071299,F,51.7561643835616,BLACK
1071300,M,33.6520547945206,BLACK
1071301,M,67.9643835616438,BLACK
1071302,M,30.7616438356164,BLACK
1071303,M,49.6219178082192,BLACK
1071304,F,53.7643835616438,BLACK
1071305,F,-180.383561643836,BLACK
1071306,F,27.958904109589,BLACK
1071307,F,35.813698630137,BLACK
1071308,F,39.8465753424658,BLACK
1071309,F,58.186301369863,UNKNOWN
1071310,M,56.4821917808219,BLACK
1071313,F,34.2739726027397,BLACK
1071318,F,39.4493150684931,WHITE
1071319,M,24.4931506849315,WHITE HISPANIC
1071320,F,45.2054794520548,BLACK
1071321,M,50.0904109589041,WHITE HISPANIC
1071322,M,28.641095890411,BLACK
1071323,M,25.7780821917808,BLACK
1071324,M,29.0383561643836,BLACK
1071327,M,24.172602739726,BLACK
1071328,M,36.1315068493151,WHITE HISPANIC
1071330,F,37.1452054794521,BLACK
1071333,M,42.7643835616438,UNKNOWN
1071336,F,26.0739726027397,BLACK
1071337,M,34.7178082191781,WHITE HISPANIC
1071338,M,43.3643835616438,BLACK
1071339,M,,BLACK
1071340,F,35.3561643835616,BLACK
1071341,F,,BLACK
1071342,M,36.4246575342466,WHITE HISPANIC
1071344,M,31.8684931506849,BLACK
1071345,F,56.8438356164384,WHITE
1071349,F,34.9041095890411,BLACK
1071350,F,27.2520547945205,BLACK
1071352,M,20.7205479452055,BLACK
1071353,F,38.3452054794521,WHITE HISPANIC
1071355,F,29.1205479452055,BLACK
1071356,M,22.1178082191781,BLACK
1071358,M,33.5452054794521,WHITE HISPANIC
1071359,F,51.772602739726,BLACK
1071360,M,,BLACK
1071364,M,,BLACK
1071365,F,48.7068493150685,WHITE
1071366,M,33.9890410958904,BLACK
1071367,F,60.6986301369863,BLACK
1071368,M,30.3232876712329,BLACK
1071370,F,41.2904109589041,BLACK
1071371,M,74.9561643835616,WHITE
1071372,M,,ASIAN/PACIFIC ISLANDER
1071373,F,50.3643835616438,WHITE
1071375,F,54.9835616438356,BLACK
1071379,M,22.2027397260274,BLACK
1071386,F,952.353424657534,BLACK
1071388,M,33.4493150684931,BLACK
1071392,M,28.6219178082192,WHITE HISPANIC
1071395,M,53.0849315068493,WHITE
1071396,M,,UNKNOWN
1071397,F,45.6547945205479,WHITE HISPANIC
1071398,F,36.7342465753425,WHITE HISPANIC
1071400,M,49.2493150684932,WHITE
1071403,F,69.1150684931507,BLACK
1071407,F,41.8054794520548,WHITE HISPANIC
1071408,M,21.6082191780822,WHITE HISPANIC
1071410,M,34.2438356164384,WHITE
1071411,F,26.0821917808219,WHITE
1071414,M,40.7424657534247,WHITE
1071417,F,,WHITE
1071419,M,69.6602739726027,WHITE HISPANIC
1071420,F,23.3671232876712,WHITE
1071421,F,39.1534246575342,BLACK
1071426,F,32.7205479452055,WHITE
1071428,F,34.9671232876712,BLACK
1071431,F,,UNKNOWN
1071435,F,20.9616438356164,BLACK
1071438,F,25.6931506849315,WHITE
1071439,M,58.627397260274,BLACK
1071440,M,50.0328767123288,BLACK
1071442,M,46.9753424657534,BLACK
1071446,F,,BLACK
1071448,F,55.9780821917808,BLACK
1071450,F,40.4958904109589,WHITE
1071451,M,49.9808219178082,WHITE
1071452,M,,WHITE
1071453,M,53.0931506849315,WHITE HISPANIC
1071454,M,33.5315068493151,WHITE
1071455,M,38.8191780821918,HISPANIC
1071455,M,33.6465753424658,WHITE HISPANIC
1071455,M,38.6520547945206,WHITE HISPANIC
1071455,M,34.4520547945205,WHITE
1071458,M,37.3150684931507,BLACK
1071459,F,63.9369863013699,BLACK
1071463,M,39.6493150684932,BLACK
1071464,F,42.5068493150685,WHITE HISPANIC
1071467,F,20.7452054794521,WHITE HISPANIC
1071468,M,21.8164383561644,BLACK
1071469,F,,WHITE
1071471,F,63.5534246575342,BLACK
1071472,M,26.3452054794521,WHITE HISPANIC
1071474,M,,UNKNOWN
1071475,M,,UNKNOWN
1071477,F,31.1424657534247,BLACK
1071478,F,,UNKNOWN
1071480,M,44.2739726027397,BLACK
1071484,M,49.2986301369863,BLACK
1071485,M,,UNKNOWN
1071490,F,25.6054794520548,BLACK
1071491,M,51.0493150684932,WHITE HISPANIC
1071493,M,28.4328767123288,BLACK
1071494,M,59.1479452054795,BLACK
1071495,M,23.0301369863014,BLACK
1071496,F,50.8383561643836,BLACK HISPANIC
1071497,F,35.1123287671233,BLACK
1071498,X,,UNKNOWN
1071499,X,,UNKNOWN
1071501,M,,UNKNOWN
1071502,M,33.8054794520548,BLACK
1071504,M,38.3205479452055,BLACK
1071505,F,23.0684931506849,WHITE
1071506,M,44.841095890411,WHITE
1071508,M,23.9808219178082,BLACK
1071509,F,56.4630136986301,BLACK
1071516,M,26.2438356164384,BLACK
1071517,M,50.3890410958904,WHITE
1071518,M,49.186301369863,BLACK
1071519,F,27.6684931506849,WHITE
1071520,F,58.3095890410959,BLACK
1071529,M,51.7835616438356,BLACK
1071531,F,51.586301369863,BLACK
1071533,M,47.4465753424658,WHITE HISPANIC
1071534,F,40.0328767123288,BLACK
1071536,F,26.0328767123288,BLACK
1071538,M,42.3342465753425,BLACK HISPANIC
1071539,F,35.6986301369863,BLACK
1071542,M,,UNKNOWN
1071544,F,61.6602739726027,BLACK
1071546,F,69.5397260273973,BLACK
1071547,F,,WHITE HISPANIC
1071549,M,24.0767123287671,WHITE
1071552,M,83.1315068493151,WHITE
1071553,M,59.1287671232877,HISPANIC
1071557,F,38.0438356164384,BLACK
1071558,F,,UNKNOWN
1071562,M,46.9945205479452,WHITE
1071564,F,34.2684931506849,WHITE HISPANIC
1071570,F,31.1698630136986,BLACK
1071572,M,52.8164383561644,BLACK
1071575,F,,BLACK
1071576,F,57.9452054794521,BLACK
1071584,M,40.5315068493151,BLACK
1071585,M,50.4520547945205,ASIAN/PACIFIC ISLANDER
1071586,F,45.7534246575342,BLACK
1071587,M,20.8438356164384,BLACK
1071590,F,38.1534246575342,BLACK
1071591,F,35.7890410958904,BLACK
1071592,F,29.9479452054794,BLACK
1071594,M,39.2328767123288,BLACK
1071597,F,,WHITE
1071600,X,,UNKNOWN
1071603,M,55.4493150684931,BLACK
1071605,M,37.3205479452055,BLACK
1071607,F,36.3479452054794,BLACK
1071609,M,51.6301369863014,HISPANIC
1071615,M,40.5013698630137,BLACK
1071618,F,39.0630136986301,BLACK
1071619,M,23.9068493150685,BLACK
1071620,M,44.6465753424658,WHITE HISPANIC
1071621,F,46.454794520548,BLACK
1071622,F,,BLACK
1071623,F,32.958904109589,BLACK
1071625,M,43.5232876712329,BLACK
1071627,M,30.7205479452055,WHITE
1071628,M,54.1095890410959,BLACK
1071629,F,27.1068493150685,BLACK
1071630,M,33.641095890411,WHITE
1071631,M,53.1452054794521,ASIAN/PACIFIC ISLANDER
1071633,M,31.5616438356164,WHITE
1071634,M,40.7397260273973,BLACK
1071639,F,65.2191780821918,BLACK
1071643,F,26.9479452054794,BLACK
1071648,F,38.158904109589,BLACK
1071649,M,51.054794520548,BLACK
1071652,F,,WHITE HISPANIC
1071654,M,66.0082191780822,BLACK
1071656,M,,WHITE
1071658,M,27.3643835616438,BLACK
1071660,M,27.3561643835616,WHITE
1071661,M,,BLACK
1071663,M,43.2082191780822,BLACK
1071664,F,42.4958904109589,BLACK
1071665,F,65.2958904109589,BLACK
1071669,M,,BLACK
1071673,F,50.2465753424658,BLACK
1071674,M,47.8438356164384,BLACK
1071676,F,33.8794520547945,BLACK
1071678,M,51.0794520547945,HISPANIC
1071679,F,59.2849315068493,BLACK
1071680,F,46.813698630137,BLACK
1071682,F,29.5917808219178,BLACK
1071685,M,36.2520547945205,BLACK
1071690,F,47.0630136986301,BLACK
1071692,M,49.5945205479452,WHITE
1071700,F,35.4547945205479,BLACK
1071707,M,,UNKNOWN
1071708,F,40.8356164383562,WHITE HISPANIC
1071709,F,56.972602739726,BLACK
1071711,M,41.7123287671233,BLACK
1071713,M,51.6767123287671,WHITE
1071714,F,,WHITE
1071716,M,64.1342465753425,UNKNOWN
1071718,M,20.9287671232877,WHITE HISPANIC
1071719,M,51.9315068493151,BLACK
1071724,M,32.3013698630137,WHITE HISPANIC
1071729,F,35.0493150684931,BLACK
1071732,M,24.2219178082192,BLACK
1071733,M,27.3671232876712,BLACK
1071734,F,49.2027397260274,BLACK
1071735,F,,ASIAN/PACIFIC ISLANDER
1071736,M,27.5972602739726,BLACK
1071737,M,57.4958904109589,HISPANIC
1071738,F,35.0,WHITE HISPANIC
1071739,F,52.1068493150685,BLACK
1071742,F,39.4328767123288,BLACK
1071745,M,44.6602739726027,HISPANIC
1071746,F,65.0821917808219,BLACK
1071754,F,31.758904109589,BLACK
1071755,M,56.4821917808219,HISPANIC
1071757,M,43.4493150684932,BLACK
1071758,M,,UNKNOWN
1071759,F,,UNKNOWN
1071760,M,32.3945205479452,BLACK
1071761,F,30.2520547945205,WHITE
1071762,M,25.9479452054794,BLACK
1071768,M,49.3424657534247,WHITE
1071769,F,33.8794520547945,BLACK
1071770,M,43.186301369863,HISPANIC
1071784,F,39.3671232876712,BLACK
1071785,F,70.041095890411,BLACK
1071786,M,43.186301369863,HISPANIC
1071787,M,54.8383561643836,WHITE
1071794,M,31.8958904109589,WHITE HISPANIC
1071803,M,36.441095890411,BLACK
1071804,M,55.4164383561644,WHITE HISPANIC
1071805,M,61.2712328767123,WHITE HISPANIC
1071808,F,43.572602739726,BLACK
1071811,M,28.2986301369863,BLACK
1071812,M,37.986301369863,WHITE HISPANIC
1071813,F,59.6493150684932,BLACK
1071814,F,51.3890410958904,WHITE
1071815,M,31.7397260273973,WHITE
1071816,M,47.5780821917808,WHITE
1071820,F,53.7890410958904,WHITE
1071821,F,46.8109589041096,WHITE
1071822,M,48.2931506849315,BLACK
1071826,F,59.7342465753425,WHITE
1071827,M,42.2739726027397,BLACK
1071829,F,55.1369863013699,WHITE
1071831,M,39.7232876712329,WHITE
1071833,M,22.0219178082192,BLACK
1071838,F,,BLACK
1071840,M,54.0958904109589,WHITE HISPANIC
1071841,M,45.8739726027397,WHITE
1071842,M,37.1287671232877,BLACK
1071843,F,67.2986301369863,BLACK
1071844,F,49.958904109589,BLACK
1071845,M,29.9643835616438,BLACK
1071847,M,29.6986301369863,WHITE HISPANIC
1071851,F,23.3342465753425,BLACK
1071853,M,33.0465753424658,BLACK
1071854,M,22.2986301369863,BLACK
1071855,F,37.3643835616438,BLACK
1071857,M,47.0109589041096,WHITE HISPANIC
1071858,F,33.9808219178082,BLACK
1071860,M,82.8438356164384,BLACK
1071864,M,55.8493150684932,WHITE
1071865,F,63.8684931506849,WHITE
1071867,F,43.972602739726,BLACK
1071868,M,,UNKNOWN
1071869,M,,UNKNOWN
1071870,F,31.8109589041096,WHITE
1071871,M,,UNKNOWN
1071872,M,25.958904109589,BLACK
1071873,M,27.9945205479452,BLACK
1071874,F,29.0054794520548,BLACK HISPANIC
1071875,F,49.213698630137,BLACK
1071878,F,50.0630136986301,BLACK
1071879,F,50.0630136986301,BLACK
1071880,F,50.0630136986301,BLACK
1071881,F,50.0630136986301,BLACK
1071882,F,50.0630136986301,BLACK
1071883,M,51.9342465753425,BLACK
1071883,F,57.3232876712329,WHITE
1071884,M,25.0794520547945,WHITE HISPANIC
1071885,F,34.8054794520548,BLACK
1071886,M,30.1041095890411,WHITE HISPANIC
1071889,M,61.4986301369863,BLACK
1071890,M,61.4986301369863,BLACK
1071893,F,38.786301369863,WHITE HISPANIC
1071895,M,56.6520547945205,WHITE
1071897,M,44.9424657534247,WHITE
1071898,M,45.5671232876712,WHITE
1071899,M,56.1068493150685,BLACK
1071900,F,41.2767123287671,BLACK HISPANIC
1071901,F,54.2054794520548,BLACK
1071902,M,33.8520547945205,BLACK
1071903,M,26.2027397260274,WHITE HISPANIC
1071905,F,42.958904109589,WHITE HISPANIC
1071906,F,42.958904109589,WHITE HISPANIC
1071907,M,,UNKNOWN
1071908,M,21.2438356164384,BLACK
1071909,M,,UNKNOWN
1071911,F,27.5013698630137,BLACK
1071913,M,70.2054794520548,BLACK
1071917,M,21.1095890410959,BLACK
1071920,F,53.2684931506849,WHITE
1071929,F,48.2438356164384,BLACK
1071935,M,46.4630136986301,BLACK
1071938,M,39.3616438356164,BLACK
1071939,M,60.3041095890411,BLACK
1071940,M,48.2219178082192,WHITE
1071945,F,,UNKNOWN
1071948,M,,UNKNOWN
1071949,M,,UNKNOWN
1071952,M,,WHITE
1071953,M,58.2465753424658,BLACK
1071955,F,48.841095890411,BLACK
1071960,M,25.9643835616438,BLACK
1071961,F,28.8931506849315,BLACK
1071962,M,53.241095890411,BLACK
1071963,M,21.413698630137,BLACK
1071964,F,35.5945205479452,WHITE HISPANIC
1071965,F,50.4767123287671,BLACK
1071967,F,43.5561643835616,WHITE
1071968,M,49.4575342465753,HISPANIC
1071969,F,53.7041095890411,BLACK
1071970,M,63.3890410958904,HISPANIC
1071972,M,,WHITE HISPANIC
1071975,F,32.4739726027397,WHITE
1071976,F,19.3232876712329,BLACK
1071978,M,,BLACK
1071979,M,,WHITE HISPANIC
1071982,M,42.6575342465753,BLACK
1071985,M,28.3342465753425,BLACK
1071986,M,24.7123287671233,BLACK
1071987,M,40.0684931506849,WHITE
1071992,M,40.1013698630137,BLACK
1071994,M,38.9917808219178,BLACK
1071995,M,48.1808219178082,WHITE
1071996,F,66.5095890410959,BLACK
1071998,M,37.1945205479452,WHITE
1071999,M,60.3123287671233,WHITE
1072000,M,39.8821917808219,WHITE
1072001,M,87.8191780821918,BLACK
1072006,M,30.4767123287671,WHITE
1072007,F,40.241095890411,WHITE HISPANIC
1072012,M,40.9671232876712,BLACK
1072014,M,32.5616438356164,BLACK
1072016,F,60.0739726027397,BLACK
1072017,F,31.4547945205479,BLACK
1072019,F,70.3150684931507,BLACK
1072024,F,,BLACK
1072025,M,,WHITE HISPANIC
1072026,F,23.1972602739726,WHITE
1072027,F,,UNKNOWN
1072028,M,,UNKNOWN
1072029,M,32.1369863013699,ASIAN/PACIFIC ISLANDER
1072034,M,43.4602739726027,BLACK
1072035,F,36.6,WHITE HISPANIC
1072038,M,61.5780821917808,WHITE
1072040,M,51.054794520548,BLACK
1072041,M,53.7671232876712,BLACK
1072042,F,26.9068493150685,BLACK
1072045,F,42.4520547945205,BLACK
1072046,F,49.4794520547945,HISPANIC
1072050,M,,UNKNOWN
1072052,M,42.6082191780822,WHITE HISPANIC
1072054,M,40.0684931506849,WHITE
1072055,M,42.1945205479452,BLACK
1072061,M,29.5369863013699,BLACK
1072065,F,45.6520547945206,WHITE
1072069,M,61.9342465753425,BLACK
1072070,M,25.9671232876712,BLACK
1072071,M,57.1232876712329,WHITE
1072072,M,54.9616438356164,WHITE
1072072,F,45.6520547945206,WHITE
1072073,M,36.3287671232877,BLACK
1072075,M,23.7123287671233,WHITE HISPANIC
1072082,F,82.8986301369863,WHITE
1072083,F,41.0027397260274,WHITE
1072084,M,,UNKNOWN
1072086,X,,UNKNOWN
1072087,M,44.2602739726027,BLACK
1072091,M,56.0109589041096,BLACK
1072092,F,32.0164383561644,UNKNOWN
1072094,M,35.6739726027397,BLACK
1072097,F,38.8191780821918,BLACK
1072107,M,26.7150684931507,BLACK
1072109,M,46.2958904109589,AMER IND/ALASKAN NATIVE
1072110,F,42.3479452054795,WHITE HISPANIC
1072111,F,58.6821917808219,WHITE
1072112,F,58.6684931506849,BLACK
1072114,F,47.9506849315069,BLACK
1072117,M,25.5917808219178,BLACK
1072118,M,31.0301369863014,BLACK
1072119,M,,BLACK
1072119,M,44.841095890411,WHITE
1072122,M,57.0712328767123,WHITE
1072125,M,52.9835616438356,WHITE
1072126,F,45.227397260274,BLACK
1072129,M,59.6657534246575,WHITE
1072135,F,62.4821917808219,WHITE HISPANIC
1072137,M,46.3342465753425,BLACK
1072138,F,47.2164383561644,WHITE
1072139,M,,UNKNOWN
1072141,X,,UNKNOWN
1072142,X,,UNKNOWN
1072143,M,42.7342465753425,WHITE HISPANIC
1072144,M,54.9808219178082,BLACK
1072146,F,,WHITE
1072148,M,45.3342465753425,BLACK
1072150,F,43.6986301369863,WHITE
1072151,F,50.3671232876712,BLACK
1072152,F,30.7890410958904,BLACK
1072154,M,58.9260273972603,HISPANIC
1072156,M,25.0054794520548,BLACK
1072159,F,,WHITE
1072161,F,,WHITE
1072164,M,51.5616438356164,BLACK
1072172,M,40.6876712328767,BLACK
1072175,M,47.7178082191781,BLACK
1072176,M,51.6301369863014,HISPANIC
1072177,M,54.8383561643836,WHITE
1072178,M,62.7506849315069,BLACK
1072179,M,,UNKNOWN
1072180,F,29.3835616438356,BLACK
1072181,F,48.7068493150685,WHITE
1072182,F,48.7068493150685,WHITE
1072188,F,29.813698630137,BLACK
1072189,M,44.9698630136986,BLACK
1072192,M,53.4904109589041,BLACK
1072194,F,60.5041095890411,BLACK
1072196,F,,BLACK
1072197,X,,UNKNOWN
1072198,M,28.213698630137,BLACK
1072199,X,,UNKNOWN
1072200,F,40.1041095890411,BLACK
1072201,F,,WHITE HISPANIC
1072206,X,,UNKNOWN
1072208,M,34.5616438356164,WHITE HISPANIC
1072210,M,51.7013698630137,WHITE
1072214,M,42.5917808219178,WHITE
1072215,M,37.9698630136986,BLACK
1072218,M,36.0821917808219,BLACK
1072220,X,,UNKNOWN
1072221,F,59.1698630136986,BLACK
1072222,F,63.5232876712329,BLACK
1072223,F,57.9397260273973,BLACK
1072224,F,60.427397260274,BLACK
1072234,F,59.1287671232877,BLACK
1072235,F,28.5753424657534,BLACK
1072236,F,22.8246575342466,BLACK
1072237,M,36.958904109589,BLACK
1072238,F,24.7452054794521,WHITE
1072242,F,59.3123287671233,WHITE
1072244,M,45.9424657534247,BLACK
1072245,M,61.0712328767123,WHITE
1072246,F,23.6821917808219,WHITE HISPANIC
1072247,F,65.3342465753425,BLACK
1072251,F,52.6712328767123,WHITE
1072260,F,44.3917808219178,BLACK
1072263,X,,UNKNOWN
1072264,M,60.8191780821918,BLACK
1072269,F,41.8191780821918,WHITE
1072281,M,,UNKNOWN
1072282,M,52.1150684931507,BLACK
1072284,M,47.5780821917808,BLACK
1072286,M,54.8109589041096,WHITE
1072287,M,27.2219178082192,BLACK
1072303,M,,BLACK
1072311,M,47.9479452054795,BLACK
1072312,M,,BLACK
1072314,M,,BLACK
1072315,F,48.3835616438356,BLACK
1072316,F,52.0767123287671,WHITE
1072317,F,34.0904109589041,WHITE
1072319,M,50.8301369863014,WHITE HISPANIC
1072320,M,59.1479452054795,WHITE
1072325,F,50.2027397260274,WHITE
1072329,F,33.9643835616438,WHITE
1072332,F,39.0904109589041,WHITE
1072333,F,45.4,BLACK
